txn_id,district,region,merchant_category,txn_amount_mwk,txn_hour,txn_count_last_24h,device_changes_last_30d,distance_from_home_km,is_known_anomaly
T02335,Karonga,Northern,Grocery,60179.29,11,6,1,34.54,0
T02336,Mangochi,Southern,Airtime,25323.29,11,5,1,0.0,0
T02337,Blantyre,Southern,Restaurant,20187.03,10,6,1,0.0,0
T02338,Thyolo,Southern,Grocery,5021.28,6,2,3,0.0,0
T02339,Mangochi,Southern,Hardware,35615.8,18,6,2,3.48,0
T02340,Salima,Central,Fuel,4936.32,11,1,0,5.82,0
T02341,Kasungu,Central,Grocery,45909.33,15,2,0,26.56,0
T02342,Dedza,Central,Grocery,1094027.05,1,11,4,944.64,1
T02343,Mangochi,Southern,Pharmacy,24650.97,11,2,0,18.22,0
T02344,Blantyre,Southern,Fuel,18329.13,17,6,1,0.0,0
T02345,Rumphi,Northern,Fuel,51126.97,18,4,0,0.0,0
T02346,Mzimba,Northern,Grocery,15090.26,16,5,2,0.0,0
T02347,Mzimba,Northern,Pharmacy,6623.83,9,4,2,39.48,0
T02348,Mangochi,Southern,Fuel,34673.9,21,4,0,0.0,0
T02349,Mzuzu,Northern,Pharmacy,63368.14,14,3,0,0.0,0
T02350,Mzuzu,Northern,Pharmacy,10364.92,9,1,0,14.03,0
T02351,Mzimba,Northern,Grocery,23767.63,14,3,1,0.0,0
T02352,Mangochi,Southern,Grocery,53123.87,9,3,1,30.56,0
T02353,Salima,Central,Grocery,41446.06,20,5,0,42.55,0
T02354,Rumphi,Northern,Hardware,19076.32,15,5,2,0.0,0
T02355,Dedza,Central,Fuel,40557.45,12,2,0,0.0,0
T02356,Mangochi,Southern,Grocery,14714.44,13,3,1,13.64,0
T02357,Thyolo,Southern,Grocery,43100.64,6,2,0,2.69,0
T02358,Mzimba,Northern,Hardware,58059.55,18,4,1,0.0,0
T02359,Blantyre,Southern,Pharmacy,10123.6,11,3,2,20.03,0
T02360,Rumphi,Northern,Restaurant,10519.61,15,2,2,4.22,0
T02361,Kasungu,Central,Fuel,24384.85,11,4,0,0.0,0
T02362,Thyolo,Southern,Fuel,26124.21,18,3,1,8.37,0
T02363,Salima,Central,Fuel,7794.13,9,3,0,76.9,0
T02364,Lilongwe,Central,Hardware,20339.2,16,1,3,64.22,0
T02365,Karonga,Northern,Hardware,7696.54,7,2,0,10.78,0
T02366,Karonga,Northern,Airtime,20325.6,9,2,1,0.0,0
T02367,Mzimba,Northern,Fuel,6163.48,10,2,0,36.59,0
T02368,Mangochi,Southern,Grocery,12234.47,17,1,2,9.75,0
T02369,Rumphi,Northern,Grocery,5060.37,10,1,1,21.17,0
T02370,Kasungu,Central,Pharmacy,36087.03,17,2,1,8.0,0
T02371,Zomba,Southern,Grocery,12674.61,6,4,2,16.58,0
T02372,Mzimba,Northern,Fuel,7372.72,21,2,0,19.61,0
T02373,Rumphi,Northern,Fuel,540916.26,3,15,4,984.67,1
T02374,Karonga,Northern,Grocery,25370.43,11,1,0,41.45,0
T02375,Mzuzu,Northern,Airtime,15124.43,19,3,1,0.0,0
T02376,Dedza,Central,Pharmacy,14379.64,19,1,0,16.35,0
T02377,Mzimba,Northern,Restaurant,68988.32,23,28,3,1064.5,1
T02378,Mzuzu,Northern,Hardware,40818.6,18,4,1,0.0,0
T02379,Karonga,Northern,Restaurant,10493.11,16,2,1,0.0,0
T02380,Thyolo,Southern,Airtime,9696.36,21,3,1,0.0,0
T02381,Kasungu,Central,Fuel,24731.83,9,3,0,31.68,0
T02382,Kasungu,Central,Grocery,13596.82,20,1,0,41.5,0
T02383,Rumphi,Northern,Airtime,67896.87,20,5,2,3.79,0
T02384,Kasungu,Central,Airtime,8960.62,11,4,1,39.92,0
T02385,Rumphi,Northern,Grocery,11800.78,17,1,0,2.76,0
T02386,Karonga,Northern,Pharmacy,41305.69,9,3,0,0.0,0
T02387,Mangochi,Southern,Grocery,3447.95,18,6,0,31.46,0
T02388,Dedza,Central,Grocery,9653.29,17,2,0,0.0,0
T02389,Mzimba,Northern,Fuel,21794.58,6,2,2,48.36,0
T02390,Karonga,Northern,Restaurant,27635.08,20,2,0,2.12,0
T02391,Dedza,Central,Pharmacy,47301.89,15,3,2,38.96,0
T02392,Mangochi,Southern,Fuel,49680.32,21,4,0,35.12,0
T02393,Lilongwe,Central,Restaurant,42819.65,15,3,4,20.75,0
T02394,Mzimba,Northern,Airtime,11772.12,15,3,1,0.0,0
T02395,Kasungu,Central,Pharmacy,35217.58,21,3,1,7.38,0
T02396,Rumphi,Northern,Grocery,158854.56,23,23,3,534.45,1
T02397,Zomba,Southern,Pharmacy,6207.15,13,5,0,0.0,0
T02398,Blantyre,Southern,Restaurant,17501.3,11,1,2,0.0,0
T02399,Karonga,Northern,Airtime,2250.37,18,3,0,31.73,0
T02400,Thyolo,Southern,Restaurant,11762.89,12,1,2,0.0,0
